cavename,complete_lcc_n,complete_lcc_m,branch_n,branch_m,total_euclidean_branch_length,total_curvilinear_branch_length,mean_branch_euclidean_length,mean_branch_curvilinear_length,mean_branch_tortuosity,max_branch_tortuosity,rho_A_d,rho_A_l,lambda2_L_d,lambda2_L_l,graph_energy_d,laplacian_energy_d,estrada_index_d,kirchhoff_index_d,log10_spanning_trees_d,graph_energy_l,laplacian_energy_l,estrada_index_l,kirchhoff_index_l,log10_spanning_trees_l,heat_trace_t_0.01_d,heat_trace_t_0.1_d,heat_trace_t_1_d,heat_trace_t_10_d,heat_trace_t_0.01_l,heat_trace_t_0.1_l,heat_trace_t_1_l,heat_trace_t_10_l,rho_ratio_d_over_l,spectral_tortuosity_lambda2_ratio,kirchhoff_ratio_l_over_d,energy_log_ratio_d_over_l,laplacian_energy_log_ratio_d_over_l,estrada_log_ratio_d_over_l,delta_log10_spanning_trees_d_minus_l,edge_csv,node_pos_csv,complete_lcc_vertex_limit,full_spectrum_dense_limit_branch_n
028_NarinesBoeuf_000,132,133,33,34,573.2389708326941,700.6255543142104,16.859969730373358,20.60663395041795,1.1937859955767276,1.561124062643665,0.43696493242233536,0.3725282079863668,0.0014095287362297477,0.0011264828043044209,3.745098799435531,5.006852546165459,33.41783185672534,51815.73835766789,-35.10447054115915,3.2467695249603192,4.4005228672280285,33.31514524655693,63586.64922708697,-37.35397680780621,32.9396971524261,32.40807394081271,27.998356473439664,13.149846520790836,32.94762073598571,32.484642642752384,28.56072939497788,14.22859714667839,1.17297139667428,1.2512652042656804,1.227168641082911,0.14278748862915025,0.12908411605161124,0.0030775396415183803,2.24950626664706,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\028_NarinesBoeuf_000\clean_graph_csv\028_NarinesBoeuf_000_edges.csv,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\028_NarinesBoeuf_000\clean_graph_csv\028_NarinesBoeuf_000_node_pos.csv,1000000000,2000
029_RougeEau_000,138,137,34,33,486.6632740837161,655.195457981722,14.74737194193079,19.85440781762794,1.2613889382575287,2.801763683674376,0.8355210973983104,0.8311292284889913,0.001116976069121077,0.0007129997322281125,8.908412917847919,12.320568702696493,36.30134590597524,64008.53040618507,-31.258637588681353,8.18405742013796,11.182673458433644,35.9689831797118,95143.5727346231,-34.06086207135919,33.878806456341934,32.837746546251154,25.82857399980479,12.182400846373792,33.892594687073654,32.96667094423234,26.556844581146166,13.375158978840863,1.0052842190585736,1.5665869405456085,1.4864202026020814,0.08480805714788049,0.09690455017156789,0.009197829140226533,2.802224482677836,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\029_RougeEau_000\clean_graph_csv\029_RougeEau_000_edges.csv,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\029_RougeEau_000\clean_graph_csv\029_RougeEau_000_node_pos.csv,1000000000,2000
031_DYO_000,2133,2143,1188,1198,14933.303665078662,16385.332784118375,12.465195045975511,13.677239385741547,1.0490454302591568,3.851362534529476,100.00282817710384,100.00281903660176,4.6883506237779625e-06,4.235246894399447e-06,438.08530279812555,698.3536300568571,2.695730373878227e+43,560669003.4690491,-1108.0087355967644,435.8400684137779,694.4676349920571,2.6957057336619607e+43,620439021.6852509,-1125.9965029502885,1183.2097507348678,1149.5089228742686,924.4360900789885,411.45794742423095,1183.2717540500817,1150.0904066764037,927.9557124448859,418.3157058180719,1.000000091402444,1.1069840178568302,1.10660482003889,0.005138286169948293,0.005580048561112751,9.140502001582597e-06,17.987767353524077,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\031_DYO_000\clean_graph_csv\031_DYO_000_edges.csv,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\031_DYO_000\clean_graph_csv\031_DYO_000_node_pos.csv,1000000000,2000
032_FermanagAndCavan_000,278,280,68,70,1038.5232221781187,1231.9439260533454,14.83604603111598,17.59919894361922,4.251513500899497,217.15291728521368,7.603263160036074,0.590895941432189,0.0003477933487190305,0.0003026366162690886,27.70331225300423,38.42195126164634,2072.9346441839025,388707.8493115635,-63.74185701507387,11.70339853729672,15.97221016910621,69.97529811731624,447242.615633571,-69.78616928735094,67.66885935837973,65.37495474959202,52.74685636812194,23.56275623188539,67.82581150772396,66.30539611671416,54.72550873561419,25.656700886997832,12.867347068940093,1.1492110670765328,1.150588073859784,0.8616727090676517,0.8777785959931483,3.38857828903952,6.044312272277075,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\032_FermanagAndCavan_000\clean_graph_csv\032_FermanagAndCavan_000_edges.csv,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\032_FermanagAndCavan_000\clean_graph_csv\032_FermanagAndCavan_000_node_pos.csv,1000000000,2000
033_WestKingsdale_000,1198,1210,139,151,6228.751218275059,8108.057379215064,41.250008068046746,53.695744233212345,1.2015502007766266,6.640754916129769,4.505005844229021,4.504974805653549,5.958589487211932e-05,4.633659844439273e-05,47.295471731805236,70.87652522265633,303.68358946470494,5335271.146730312,-151.28077906777594,45.87748548407909,69.87666087723318,303.3214891151119,6895981.368991346,-159.3912952887831,138.4054779789657,133.81051525959026,109.4674522718131,57.60472640298615,138.42704293397242,134.016983864233,110.89671481150896,60.62558141264603,1.0000068898444077,1.2859358880999152,1.2925268799538905,0.03044007146148134,0.014207581257244412,0.0011930720362075952,8.110516221007174,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\033_WestKingsdale_000\clean_graph_csv\033_WestKingsdale_000_edges.csv,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\033_WestKingsdale_000\clean_graph_csv\033_WestKingsdale_000_node_pos.csv,1000000000,2000
035_EastKingsdale_000,151,150,17,16,349.3937765809651,539.7952511640283,21.83711103631032,33.73720319775177,1.2779119739152889,1.9176661509249482,0.569869247011138,0.5691151038053242,0.0027628096346733596,0.0015976216722516964,4.32717979636738,5.351753978807555,17.889626496110786,12077.745321963646,-17.2554824045127,4.221900438879431,5.2758029217479665,17.861940146366962,19180.40404160349,-18.790791602368927,16.9498254190214,16.515287742924635,13.43463856247034,7.505561979452324,16.95246653188223,16.540754630247495,13.620827528668205,8.10816759988491,1.001325115430554,1.7293265875515078,1.5880781992251074,0.024630644937461293,0.014293473251475095,0.0015488191359717813,1.5353091978562254,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\035_EastKingsdale_000\clean_graph_csv\035_EastKingsdale_000_edges.csv,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\035_EastKingsdale_000\clean_graph_csv\035_EastKingsdale_000_node_pos.csv,1000000000,2000
036_ShkembejtJames_000,99,98,6,5,476.08366135485556,700.1334864921611,95.21673227097111,140.02669729843223,1.370760062971787,1.8591399110802382,0.20183075623335162,0.1177715564323342,0.003435643696997504,0.0021978026404177384,0.6290854929975864,0.8457894143355333,6.0535915725919,2628.2406495922605,-7.88459650958781,0.44312666043870597,0.5963193153187143,6.024668585408629,3807.6432099025105,-8.511456785189543,5.993131570248774,5.9323285868822175,5.413344224087196,3.7773313152967503,5.995094967438851,5.951428282005871,5.558691648396746,3.927448500128974,1.7137478891120348,1.5632175673173674,1.4487422262848038,0.3504115219886867,0.34949412184289624,0.004789272972945179,0.6268602756017323,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\036_ShkembejtJames_000\clean_graph_csv\036_ShkembejtJames_000_edges.csv,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\036_ShkembejtJames_000\clean_graph_csv\036_ShkembejtJames_000_node_pos.csv,1000000000,2000
037_FountainsFell_000,391,393,54,55,742.543855345874,1143.6883152301132,13.500797369924982,20.794333004183876,1.2493247026166965,3.7381328548353814,4.409739618404754,4.406542438356625,0.00030062796425319723,0.00021924289460669693,52.99448534735174,79.03575079891694,246.05068039019943,287043.1971138696,-35.38559367650972,52.56426479354908,78.83328578045014,245.58567145351262,407520.1297923948,-39.57695547996016,53.341457076934326,48.60737931122969,33.481577727721586,15.991195904253683,53.35387981120564,48.720328763081824,34.17061809894212,17.658975251979008,1.0007255529914565,1.3712096111141854,1.4197170805296326,0.008151345774228477,0.002564975803448958,0.0018916789761804316,4.191361803450441,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\037_FountainsFell_000\clean_graph_csv\037_FountainsFell_000_edges.csv,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\037_FountainsFell_000\clean_graph_csv\037_FountainsFell_000_node_pos.csv,1000000000,2000
038_Ingleborough_000,705,705,24,24,3634.68698613195,4788.704421331382,151.44529108883125,199.52935088880758,1.2378276605028227,1.6890242603891163,0.07018296364657466,0.05736292036841691,0.00024782456138085186,0.00020456712483212506,0.45323920670508167,0.6981191529624886,24.010530418032168,197886.34372698655,-45.85909041578742,0.39446209171410185,0.6247885217287055,24.008148772852934,254989.795728578,-47.92222059689924,23.992864544168615,23.928919854401578,23.315586617032416,19.01742191440156,23.99379743211879,23.938186679877017,23.402389869248275,19.52918629384488,1.223490073305547,1.2114583982359108,1.2885669163728353,0.13889699254588633,0.1109765671998044,9.919661353950026e-05,2.0631301811118163,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\038_Ingleborough_000\clean_graph_csv\038_Ingleborough_000_edges.csv,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\038_Ingleborough_000\clean_graph_csv\038_Ingleborough_000_node_pos.csv,1000000000,2000
039_DunaldMill_000,62,61,9,8,184.60237343901994,260.12207219379343,23.075296679877493,32.51525902422418,1.238209750560148,1.6847088075535557,0.2708082330449074,0.2086251356919817,0.005793070946454608,0.0035405471553000157,0.9851464062559264,1.3347275276085036,9.102815427680037,2375.6040959023157,-9.383820800523862,0.8243323394622193,1.1232403238002968,9.068384438115567,3527.270790024455,-10.06865538661394,8.985288705538135,8.855321650988465,7.763202338555686,4.159509970021129,8.987554203774007,8.877207029051553,7.9203030370472,4.396113035463935,1.2980613872181446,1.6362078210941722,1.4847889831932228,0.17821649273365836,0.17250951738713935,0.0037896265546371716,0.6848345860900782,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\039_DunaldMill_000\clean_graph_csv\039_DunaldMill_000_edges.csv,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\039_DunaldMill_000\clean_graph_csv\039_DunaldMill_000_node_pos.csv,1000000000,2000
040_Nidderdale_000,881,898,139,156,3742.0448010923024,4935.552977282821,23.987466673668603,31.638160110787314,1.3052600716095917,3.8746664112664013,1.6157640828963684,1.593431438135317,5.517394816449898e-05,4.128571428348562e-05,26.702805111615305,37.21305751833616,146.42887397041778,3881722.104069017,-146.62328404785708,23.084367141733114,33.11849971745482,145.34419672321627,5051693.512983531,-158.9281227552235,138.6212322435925,135.36089013855465,112.10607691172265,54.17806773332677,138.6720133800211,135.845089494234,115.34123854768423,59.581585259852915,1.0140154412838658,1.336393208208794,1.3014052468331236,0.14561297892793965,0.11656767814240243,0.007435108671549464,12.304838707366429,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\040_Nidderdale_000\clean_graph_csv\040_Nidderdale_000_edges.csv,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\040_Nidderdale_000\clean_graph_csv\040_Nidderdale_000_node_pos.csv,1000000000,2000
041_ThreeCounties_000,9567,9704,1697,1832,36039.72692188684,46728.605980674154,19.672340022863995,25.50688099381777,1.2548700343805956,10.27937523017198,100.00014238874351,100.00014197077283,2.7706604695560086e-06,2.1564989375028723e-06,542.1855970262745,783.2632787982235,2.688499926689778e+43,1396146519.2975752,-1691.368489082822,514.5878138732188,752.4156059427171,2.6884988029754066e+43,1784413276.3266516,-1826.0148742853758,1691.0180603021015,1647.0539349777682,1340.682327810244,615.9208338955551,1691.5415533994112,1652.0184029898573,1373.3362857504949,674.1603839115556,1.0000000041797008,1.2847956571517292,1.2780988611599446,0.0522421539693563,0.040180044387026076,4.179708525090182e-07,134.6463852025538,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\041_ThreeCounties_000\clean_graph_csv\041_ThreeCounties_000_edges.csv,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\041_ThreeCounties_000\clean_graph_csv\041_ThreeCounties_000_node_pos.csv,1000000000,2000
042_DowProv_000,412,412,49,49,2298.882355620206,2621.352065871064,46.9159664412287,53.49698093614416,1.1797630538018669,2.730026031145538,0.5423055486721349,0.5419195283977297,8.247175124548504e-05,7.450007103743288e-05,7.59163537924356,10.44011940692912,50.21109435572994,841769.6272664178,-60.094584173478616,7.094741300132826,9.803690256267396,50.122432624471585,940832.9450072906,-63.072142493535836,48.897426519840856,48.00066090629066,41.0844187896969,22.631361657826666,48.90616149966821,48.08551402522773,41.73154406194531,23.922570109947824,1.000712320287749,1.107002316870903,1.1176845950863934,0.06769318551569906,0.06289714827560289,0.001767340529227082,2.97755832005722,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\042_DowProv_000\clean_graph_csv\042_DowProv_000_edges.csv,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\042_DowProv_000\clean_graph_csv\042_DowProv_000_node_pos.csv,1000000000,2000
043_HaggBeck_000,385,389,70,74,1285.0741277293043,1659.2711027806542,17.365866590936545,22.42258247000884,1.232816363296884,2.071967478523046,1.0243172681022532,1.014849992338478,0.00019624348133581558,0.00015726303296358145,17.3685006063808,22.542389584873693,74.67946274146115,616585.7720175252,-67.61906305148617,16.221678455513448,21.454297173935405,74.3345202573948,781761.6793047406,-73.17119658262733,69.7632901185436,67.72620069744372,53.70089140253148,25.233156589749573,69.7841313985577,67.92487571001845,55.01485640310621,27.585196479778087,1.0093287439870402,1.2478678405068095,1.2678879643082661,0.06830973170627055,0.04947255853396131,0.004629674252653273,5.552133531141166,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\043_HaggBeck_000\clean_graph_csv\043_HaggBeck_000_edges.csv,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\043_HaggBeck_000\clean_graph_csv\043_HaggBeck_000_node_pos.csv,1000000000,2000
047_Seefeldhoele_000,748,899,376,526,2014.4631365364853,2225.3150456350195,3.829777826114991,4.23063696888787,1.0871495688195363,5.061466610934722,2.3105294074074925,2.2927345341626415,0.0002869569094571291,0.00024500108272528735,215.64834619443744,300.7100327879512,503.9266371565395,2907811.04375134,-103.35067154892826,207.53917077999986,290.04485288822434,494.91883420761286,3328145.5932308002,-113.17488355777579,372.03666915813665,339.63277602669416,183.14520606946655,43.7534527719321,372.20936851501784,341.1357163472391,188.13375720248922,46.26997233635677,1.007761418943057,1.1712475155829642,1.1445535982754886,0.03832895743230146,0.03611087806034377,0.018036918452791696,9.824212008847525,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\047_Seefeldhoele_000\clean_graph_csv\047_Seefeldhoele_000_edges.csv,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\047_Seefeldhoele_000\clean_graph_csv\047_Seefeldhoele_000_node_pos.csv,1000000000,2000
048_Banquier_000,2054,2083,331,360,9750.464499903706,12838.839544363665,27.08462361084363,35.66344317878796,1.2504734375039752,6.802808657476377,1.2952629597117287,0.7428843113773572,1.3747749501878153e-05,9.694385146100067e-06,48.075610522526745,65.51104709090768,339.3390072480576,43946995.0867262,-375.52103490433,42.567029496278224,57.47398643252627,336.806820240236,60622980.16191097,-400.9256104111139,330.28823120704897,324.0685883347032,275.60694635250616,135.71287643636086,330.3798494433671,324.93447987629906,281.18470367231276,145.68442638422752,1.743559447782959,1.4181146400407565,1.3794567761066696,0.1216949926400126,0.13088635073054322,0.007490096790268773,25.404575506783885,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\048_Banquier_000\clean_graph_csv\048_Banquier_000_edges.csv,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\048_Banquier_000\clean_graph_csv\048_Banquier_000_node_pos.csv,1000000000,2000
049_Cochon_000,843,848,163,167,3404.409563737451,4281.390792093394,20.385686010403898,25.63707061133769,1.2196063049688608,4.6875624907887605,0.9565455075459237,0.9532252598504147,7.68479030872004e-05,6.0747631260879364e-05,25.08170420490135,34.194768854342165,167.40603260432408,5172646.093509072,-179.0512632169407,22.276398478260976,30.87735572542156,166.63121020689636,6553028.673789938,-190.75368377088802,162.63041479894127,159.40484592862634,134.6159478033519,65.30657712434846,162.67204370068424,159.8032432348182,137.33126319486067,70.27205790847094,1.003483172168591,1.2650353847902114,1.2668619803726853,0.11861091041016288,0.1020495840573817,0.0046391461055629545,11.70242055394732,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\049_Cochon_000\clean_graph_csv\049_Cochon_000_edges.csv,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\049_Cochon_000\clean_graph_csv\049_Cochon_000_node_pos.csv,1000000000,2000
050_Andara_000,1833,1841,266,274,11411.189858612699,16343.249670474856,41.64667831610474,59.646896607572465,1.8895274602142933,159.3127321422663,1.6490917688998188,0.5967499348946049,1.0234770538992723e-05,7.234561591915321e-06,27.752493180195696,40.16906791312875,272.42929320558085,44084030.62987625,-364.5019050703615,22.16154449812464,32.61635296937425,268.58714287863063,62203616.90922895,-393.26442996000895,265.60514170442366,262.16665141745057,235.19519992142148,138.59725973497788,265.68055000075947,262.8645526618117,239.4313799663625,149.87660774477706,2.763455297554533,1.4147050113486017,1.411023811127489,0.2249671234689378,0.20828345711690127,0.014203690183738328,28.762524889647466,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\050_Andara_000\clean_graph_csv\050_Andara_000_edges.csv,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\050_Andara_000\clean_graph_csv\050_Andara_000_node_pos.csv,1000000000,2000
054_Koytendag_000,362,387,117,141,4636.4870894174455,5392.508442543827,32.88288715898898,38.24474072726119,2.2970768341309764,163.52935876035914,6.796640022716481,3.419630376033865,0.0002477916115638642,0.0002309510510087526,21.127845226497467,30.02787740840179,1010.2606111808201,1272136.7760296627,-147.23062691081793,13.951746268104898,18.796082803372812,145.9725440462475,1403156.3815404992,-152.30316577852116,116.74626037549194,115.00634800684634,104.63439696701317,57.87696900160072,116.81617879293168,115.3408012851172,105.38455155199253,60.16897392683148,1.9875364514100846,1.0729183109648346,1.1029917599896362,0.4149871685097163,0.46847771052331666,1.9345450578770451,5.07253886770323,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\054_Koytendag_000\clean_graph_csv\054_Koytendag_000_edges.csv,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\054_Koytendag_000\clean_graph_csv\054_Koytendag_000_node_pos.csv,1000000000,2000
055_Tatra_000,457,457,24,24,1719.687876627672,2472.832558906431,71.653661526153,103.03468995443463,1.2598160815069723,2.196832464380793,0.7682954157728158,0.7682728947984074,0.0005999367114266291,0.0003429979860459756,3.9600301598428054,6.160517599611122,25.012239599842115,75474.45283668692,-31.850983690908322,3.8577557975399213,6.187271909444048,25.005414382663478,118186.23584968434,-33.77285080159726,23.94892661509291,23.509506006282457,20.49411173908502,13.146134581283091,23.95079575454239,23.527950947211114,20.657153683337228,13.844674117435579,1.0000293137693141,1.7490968922080299,1.5659104691413663,0.026166026561910367,-0.0043334641688476064,0.0002729123290503437,1.921867110688936,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\055_Tatra_000\clean_graph_csv\055_Tatra_000_edges.csv,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\055_Tatra_000\clean_graph_csv\055_Tatra_000_node_pos.csv,1000000000,2000
056_ClydachGorge_000,230,229,8,7,2020.897076153348,2321.95803885552,288.69958230762114,331.7082912650743,1.18360432705267,1.5156334497328876,0.19119404725578065,0.19114316546153945,0.0007045016633429254,0.0006191702684305706,0.5110665352829473,0.6425038502393546,8.03874003305272,18869.71989188188,-13.620449556901898,0.48274368034536924,0.6431492885344524,8.037939708022751,21497.886372367957,-14.11058986802628,7.994525222826814,7.945959350515066,7.522484957808365,5.801523283080327,7.9948707606138,7.9493958607028254,7.555053076833372,6.002381664317286,1.0002661972983358,1.1378157176840011,1.1392795704199492,0.05701395748479358,-0.001004062962017694,9.956347249794254e-05,0.4901403111243816,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\056_ClydachGorge_000\clean_graph_csv\056_ClydachGorge_000_edges.csv,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\056_ClydachGorge_000\clean_graph_csv\056_ClydachGorge_000_node_pos.csv,1000000000,2000
058_Cavernicole_000,541,544,97,100,1899.633590620658,2654.376865378749,18.99633590620658,26.543768653787488,1.3101999911166513,4.806822886135686,1.8761926723008302,1.875129649198067,0.00016297953342968633,0.00010273826872742113,20.53035158031512,26.312426124986168,104.44437391910981,1207010.7111670163,-101.95294395733144,19.485789863957628,25.246007230396167,104.24309515127536,1810147.659897602,-110.41936118803748,96.73375097369903,94.45525667549487,78.43909806366311,38.237240196906285,96.75449472749096,94.65553504565868,79.93349042678969,41.800722552426905,1.000566906455358,1.5863566268776985,1.4996947774783487,0.05221888108683813,0.04137329010886086,0.0019289977605726624,8.466417230706043,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\058_Cavernicole_000\clean_graph_csv\058_Cavernicole_000_edges.csv,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\058_Cavernicole_000\clean_graph_csv\058_Cavernicole_000_node_pos.csv,1000000000,2000
059_FontaineNoire_000,137,141,45,49,643.4169137258627,818.2406914585359,13.13095742297679,16.698789621602774,1.162430896722586,2.921981112885038,1.008726281499764,0.9933122791845372,0.00122061437122841,0.0009847513105496052,13.202582808273814,18.951490567104976,48.86247285090718,83381.91023001485,-32.13315113123463,12.862310013039064,18.776955070041588,48.77048650608015,101402.87016906803,-34.08570309670055,44.780663247654665,42.90928019294905,30.889729122982192,11.372039155780339,44.78875575992852,42.98626551477918,31.39572930510533,12.214673758179426,1.0155177809015719,1.2395153559604464,1.216125534775362,0.026111147303574143,0.009252262540765298,0.001884330305070191,1.952551965465922,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\059_FontaineNoire_000\clean_graph_csv\059_FontaineNoire_000_edges.csv,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\059_FontaineNoire_000\clean_graph_csv\059_FontaineNoire_000_node_pos.csv,1000000000,2000
060_ClotAspres_000,2214,2228,242,256,18112.597305098352,25523.412033380577,70.75233322304044,99.70082825539288,1.2768777987656434,3.854343569075085,0.9910096564085216,0.9905941378380092,9.980835732185444e-06,6.686607105846558e-06,20.457291693875092,31.779698963721476,245.0208139250482,49722185.888350844,-373.3662275876755,19.128341972700305,29.972863434344905,244.77784003823305,73279203.94131215,-395.20840971630054,241.712483592895,239.18845679793645,218.7174697946857,143.82995847467794,241.73685910498347,239.42593114279583,220.6040954507156,150.53573606576273,1.0004194639909936,1.4926607133023437,1.4737727763187571,0.06716827286604533,0.05853526843706681,0.000992137911281639,21.84218212862504,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\060_ClotAspres_000\clean_graph_csv\060_ClotAspres_000_edges.csv,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\060_ClotAspres_000\clean_graph_csv\060_ClotAspres_000_node_pos.csv,1000000000,2000
061_Moucherotte_000,1364,1384,198,218,7106.590806631937,9653.415990964746,32.599040397394205,44.281724729196085,1.3515194572824525,10.384354512458287,0.6890420941618252,0.6022400508494175,3.586516929645578e-05,2.9589511757582336e-05,19.576101579919715,28.845651046069193,200.65529866921844,11556874.991378555,-259.3470473340871,16.85186534830156,25.19805743473637,199.9880677984107,14652311.106203258,-279.9725010951205,197.70814749826042,195.14278359386697,174.23096083334042,99.94772659172509,197.75293720277534,195.57565883999212,177.49037587240022,109.00983886364489,1.1441319672944028,1.2120906079927223,1.267843696253001,0.14984816129522885,0.135192332331083,0.0033308001255986527,20.625453761033384,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\061_Moucherotte_000\clean_graph_csv\061_Moucherotte_000_edges.csv,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\061_Moucherotte_000\clean_graph_csv\061_Moucherotte_000_node_pos.csv,1000000000,2000
062_Sornin_000,1546,1578,307,338,8266.805856311754,10768.399216373571,24.45800549204661,31.85916927921175,1.2383772417162913,6.111165241059957,100.00010713376845,100.00010302587512,2.4589989948643724e-05,1.9370533183369217e-05,508.48475668041556,967.576696008965,5.37667435066992e+43,25468195.5579088,-332.1797860387317,505.6129056642151,966.394324116154,5.376658228933472e+43,32257915.84697558,-355.02462689920463,303.9238171335976,296.4675184861791,253.48694561772183,126.48618934469354,303.9861751467306,297.0359096862893,257.79120699615123,136.89941845505786,1.000000041078891,1.269453438161203,1.2665960481428111,0.0056638700592874635,0.0012227401836118422,2.9984632815645935e-06,22.844840860472914,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\062_Sornin_000\clean_graph_csv\062_Sornin_000_edges.csv,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\062_Sornin_000\clean_graph_csv\062_Sornin_000_node_pos.csv,1000000000,2000
063_Perthuis_000,263,263,42,42,1588.631482453629,1948.5507200813777,37.824559106038784,46.39406476384232,1.23495491850221,2.7317500628129974,0.6187777629256908,0.6141316012561233,0.0008111328862236613,0.0006065215716936298,5.536407416318919,7.929455065219403,42.93975022704515,172677.5667962392,-51.223553098998316,5.160420737425819,7.608889107182356,42.8701039809131,218836.4393645478,-54.393386454410795,41.920166365870294,41.22316445293967,35.845153044744436,19.640197146513906,41.92740806269486,41.29354599780421,36.390182186942624,21.123228593722587,1.0075654170214727,1.337352081243676,1.2673125028613381,0.07032769516548201,0.04126713196779809,0.001623269543296062,3.1698333554124787,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\063_Perthuis_000\clean_graph_csv\063_Perthuis_000_edges.csv,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\063_Perthuis_000\clean_graph_csv\063_Perthuis_000_node_pos.csv,1000000000,2000
066_Blau_000,242,241,24,23,910.2880406010669,1336.018214834219,39.57774089569856,58.087748471053,1.3770485150186071,3.1792048243939366,0.5119259541303723,0.5118183626845458,0.000946210967702792,0.0007454086890513002,3.11476819929013,4.9259966489440075,24.50810382944968,54941.73547321041,-30.605030988282447,2.910456689996078,4.667599592190494,24.481896192463477,74972.6695673367,-33.301030223416404,23.955812668983903,23.569561804091308,20.591686358299334,12.482693221938902,23.95985039452135,23.609046370310764,20.912238819282926,13.497037938753605,1.0002102141182707,1.269385481549803,1.364585026694204,0.0678447281045617,0.0538816858392481,0.0010699179209848037,2.6959992351339572,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\066_Blau_000\clean_graph_csv\066_Blau_000_edges.csv,C:\Users\roz31\Documents\GitHub\KNdata-public\caves_fulldatasets\data\066_Blau_000\clean_graph_csv\066_Blau_000_node_pos.csv,1000000000,2000
